week_start,groupe,campagne,ACTE(VGP),DOSES(J07E1),actes_7day_ma,age_class,1er jour de la semaine,Semaine,Classe d'âge,Taux de passages aux urgences pour grippe,Taux d'hospitalisations après passages aux urgences pour grippe,Taux d'actes médicaux SOS médecins pour grippe,date,year,week,severity_index,emergency_4week_ma,is_peak
,,,,,,,2021-05-24,2021-S21,00-04 ans,62.144610509,24.348672997,93.015389819,2021-05-24,2021,21,39.4670480018,36.50888862825,True
,,,,,,,2021-05-24,2021-S21,05-14 ans,35.468179976,0.0,214.56669448,2021-05-24,2021,21,14.187271990400001,27.18668906725,False
,,,,,,,2021-05-24,2021-S21,15-64 ans,44.063590719,11.891549072,382.01749529,2021-05-24,2021,21,24.7603657308,40.40678631975,False
,,,,,,,2021-05-24,2021-S21,65 ans ou plus,14.317417138,19.76284585,111.32758141,2021-05-24,2021,21,17.5846743652,12.753123813,False
,,,,,,,2021-05-24,2021-S21,Tous âges,38.218629671,15.888652325,268.20713844,2021-05-24,2021,21,24.8206432634,32.0837381755,False
,,,,,,,2021-05-31,2021-S22,00-04 ans,23.904858663,47.86979416,156.64433035,2021-05-31,2021,22,38.283819961199995,34.080172401249996,False
,,,,,,,2021-05-31,2021-S22,05-14 ans,20.438287726,30.15681544,248.55012428,2021-05-31,2021,22,26.269404354399995,25.13457886275,False
,,,,,,,2021-05-31,2021-S22,15-64 ans,29.330057221,15.065913371,345.34492032,2021-05-31,2021,22,20.771570911,39.440015640249996,False
,,,,,,,2021-05-31,2021-S22,65 ans ou plus,9.6083894967,6.3700353537,117.4743025,2021-05-31,2021,22,7.6653770108999995,11.803865004925001,False
,,,,,,,2021-05-31,2021-S22,Tous âges,23.258061788,13.752215635,267.44027923,2021-05-31,2021,22,17.5545540962,30.892116246249998,False
,,,,,,,2021-06-07,2021-S23,00-04 ans,31.708512294,23.702299123,59.29690809,2021-06-07,2021,23,26.9047843914,38.667063986,False
,,,,,,,2021-06-07,2021-S23,05-14 ans,10.911074741,0.0,235.40489642,2021-06-07,2021,23,4.3644298964,20.711545069000003,False
,,,,,,,2021-06-07,2021-S23,15-64 ans,30.652082728,11.417262902,237.39381632,2021-06-07,2021,23,19.1111908324,36.81913841325,False
,,,,,,,2021-06-07,2021-S23,65 ans ou plus,6.8918937546,3.2621105855,29.658922392,2021-06-07,2021,23,4.7140238531400005,10.578855600825,False
,,,,,,,2021-06-07,2021-S23,Tous âges,23.006881417,7.7615647314,174.05518306,2021-06-07,2021,23,13.85969140564,29.13581077975,False
,,,,,,,2021-06-14,2021-S24,00-04 ans,47.779576885,0.0,141.55394778,2021-06-14,2021,24,19.111830754,41.38438958775,False
,,,,,,,2021-06-14,2021-S24,05-14 ans,15.838537424,0.0,221.72949002,2021-06-14,2021,24,6.3354149696,20.66401996675,False
,,,,,,,2021-06-14,2021-S24,15-64 ans,29.371905,18.71257485,225.83932358,2021-06-14,2021,24,22.976306909999998,33.354408917,False
,,,,,,,2021-06-14,2021-S24,65 ans ou plus,6.6838664831,3.1803581083,87.302357164,2021-06-14,2021,24,4.58176145822,9.3753917181,False
,,,,,,,2021-06-14,2021-S24,Tous âges,24.804274318,9.1304744803,190.70356514,2021-06-14,2021,24,15.39999441538,27.3219617985,False
,,,,,,,2021-06-21,2021-S25,00-04 ans,27.204962185,48.567265663,90.015752757,2021-06-21,2021,25,40.022344271799994,32.649477506749996,False
,,,,,,,2021-06-21,2021-S25,05-14 ans,14.66992665,0.0,217.19688259,2021-06-21,2021,25,5.867970660000001,15.46445663525,False
,,,,,,,2021-06-21,2021-S25,15-64 ans,37.144381781,15.277671683,284.69554161,2021-06-21,2021,25,24.0243557222,31.6246066825,False
,,,,,,,2021-06-21,2021-S25,65 ans ou plus,6.9820700441,3.374957813,99.940035978,2021-06-21,2021,25,4.81780270544,7.541554944625,False
,,,,,,,2021-06-21,2021-S25,Tous âges,27.026233072,11.12736059,213.06296378,2021-06-21,2021,25,17.4869095828,24.52386264875,False
,,,,,,,2021-06-28,2021-S26,00-04 ans,42.835724995,47.058823529,94.373865699,2021-06-28,2021,26,45.3695841154,37.382194089749994,False
,,,,,,,2021-06-28,2021-S26,05-14 ans,30.487804878,0.0,157.04750687,2021-06-28,2021,26,12.1951219512,17.97683592325,True
,,,,,,,2021-06-28,2021-S26,15-64 ans,40.292253143,7.8737057596,330.5694058,2021-06-28,2021,26,20.841124712960003,34.365155663,False
,,,,,,,2021-06-28,2021-S26,65 ans ou plus,9.7334427187,16.73528132,81.226520459,2021-06-28,2021,26,13.934545879479998,7.572818250125,False
,,,,,,,2021-06-28,2021-S26,Tous âges,32.881638169,14.458295849,228.1202018,2021-06-28,2021,26,21.827632776999998,26.929756744,False
,,,,,,,2021-07-05,2021-S27,00-04 ans,47.632909048,48.828125,121.94247185,2021-07-05,2021,27,48.35003861920001,41.36329327825,False
,,,,,,,2021-07-05,2021-S27,05-14 ans,21.683910538,0.0,359.66048051,2021-07-05,2021,27,8.6735642152,20.6700448725,False
,,,,,,,2021-07-05,2021-S27,15-64 ans,41.816690833,20.062595297,399.35885245,2021-07-05,2021,27,28.7642335114,37.15630768925,False
,,,,,,,2021-07-05,2021-S27,65 ans ou plus,6.9117098188,3.3797485467,120.54244098,2021-07-05,2021,27,4.79253305554,7.577772266175,False
,,,,,,,2021-07-05,2021-S27,Tous âges,32.765600407,13.086221844,300.43168825,2021-07-05,2021,27,20.9579732692,29.369436491500004,False
,,,,,,,2021-07-12,2021-S28,00-04 ans,47.693489839,50.05005005,178.39137516,2021-07-12,2021,28,49.1074259656,41.34177151675,False
,,,,,,,2021-07-12,2021-S28,05-14 ans,19.138755981,0.0,310.89693767,2021-07-12,2021,28,7.6555023924,21.495099511750002,False
,,,,,,,2021-07-12,2021-S28,15-64 ans,67.439409905,20.263424519,568.70112725,2021-07-12,2021,28,39.1338186734,46.673183915500005,False
,,,,,,,2021-07-12,2021-S28,65 ans ou plus,8.06364907,0.0,122.00844674,2021-07-12,2021,28,3.2254596280000003,7.9227179129,False
,,,,,,,2021-07-12,2021-S28,Tous âges,47.403033794,11.4298777,400.64216404,2021-07-12,2021,28,25.8191401376,35.019126360499996,False
,,,,,,,2021-07-19,2021-S29,00-04 ans,43.67169801,0.0,84.921683336,2021-07-19,2021,29,17.468679204,45.458455473,False
,,,,,,,2021-07-19,2021-S29,05-14 ans,28.108310691,0.0,200.4008016,2021-07-19,2021,29,11.243324276400001,24.854695522,False
,,,,,,,2021-07-19,2021-S29,15-64 ans,73.520464041,19.617074702,451.74113942,2021-07-19,2021,29,41.1784304376,55.767204480500006,False
,,,,,,,2021-07-19,2021-S29,65 ans ou plus,10.41368358,3.2685079261,95.41074325,2021-07-19,2021,29,6.126578187660001,8.780621296875,False
,,,,,,,2021-07-19,2021-S29,Tous âges,51.93865403,9.5983106973,309.37648739,2021-07-19,2021,29,26.534448030380002,41.2472316,False
,,,,,,,2021-07-26,2021-S30,00-04 ans,28.956131461,57.257371887,120.31062015,2021-07-26,2021,30,45.9368757166,41.988557089500006,False
,,,,,,,2021-07-26,2021-S30,05-14 ans,29.449298125,0.0,190.17980636,2021-07-26,2021,30,11.77971925,24.595068833750002,False
,,,,,,,2021-07-26,2021-S30,15-64 ans,72.589784163,15.588464536,402.18705641,2021-07-26,2021,30,38.3889923868,63.8415872355,False
,,,,,,,2021-07-26,2021-S30,65 ans ou plus,9.4944864161,3.4551862345,85.861476817,2021-07-26,2021,30,5.87090630714,8.720882221225,False
,,,,,,,2021-07-26,2021-S30,Tous âges,49.952318242,11.546010853,290.01240695,2021-07-26,2021,30,26.9085338086,45.51490161824999,False
,,,,,,,2021-08-02,2021-S31,00-04 ans,33.000033,0.0,193.69120089,2021-08-02,2021,31,13.2000132,38.3303380775,False
,,,,,,,2021-08-02,2021-S31,05-14 ans,32.452313129,0.0,333.7259521,2021-08-02,2021,31,12.980925251599999,27.287169481499998,False
,,,,,,,2021-08-02,2021-S31,15-64 ans,67.58761663,8.1126029286,315.6749874,2021-08-02,2021,31,31.902608409160003,70.28431868475,False
,,,,,,,2021-08-02,2021-S31,65 ans ou plus,12.316282125,6.9468565474,71.626824246,2021-08-02,2021,31,9.094626778440002,10.072025297775001,False
,,,,,,,2021-08-02,2021-S31,Tous âges,48.227557418,6.7844906544,259.11739144,2021-08-02,2021,31,23.361717359840004,49.380390871,False
,,,,,,,2021-08-09,2021-S32,00-04 ans,27.48196496,65.274151436,65.03007641,2021-08-09,2021,32,50.157276845599995,33.277456857749996,False
,,,,,,,2021-08-09,2021-S32,05-14 ans,45.451367037,0.0,199.00497512,2021-08-09,2021,32,18.1805468148,33.865322245499996,False
,,,,,,,2021-08-09,2021-S32,15-64 ans,59.250640984,19.555694618,387.76048536,2021-08-09,2021,32,35.4336731644,68.2371264545,False
,,,,,,,2021-08-09,2021-S32,65 ans ou plus,18.254599507,13.138446379,124.88849242,2021-08-09,2021,32,15.1849076302,12.619762907024999,False
,,,,,,,2021-08-09,2021-S32,Tous âges,45.301599303,17.893743697,285.28112417,2021-08-09,2021,32,28.8568859394,48.85503224825,False
,,,,,,,2021-08-16,2021-S33,00-04 ans,24.380050153,34.542314335,49.850448654,2021-08-16,2021,33,30.4774086622,28.4545448935,False
,,,,,,,2021-08-16,2021-S33,05-14 ans,30.825084769,0.0,130.13571296,2021-08-16,2021,33,12.3300339076,34.544515765,False
,,,,,,,2021-08-16,2021-S33,15-64 ans,66.756033615,11.72745397,317.14413021,2021-08-16,2021,33,33.73888582800001,66.546018848,False
,,,,,,,2021-08-16,2021-S33,65 ans ou plus,12.076160318,10.043521928,103.18949343,2021-08-16,2021,33,10.856577284,13.035382091525001,False
,,,,,,,2021-08-16,2021-S33,Tous âges,46.822658396,11.507101526,233.55709083,2021-08-16,2021,33,25.633324274,47.576033339750005,False
,,,,,,,2021-08-23,2021-S34,00-04 ans,40.95004095,0.0,81.353726001,2021-08-23,2021,34,16.38001638,31.45302226575,False
,,,,,,,2021-08-23,2021-S34,05-14 ans,17.150305275,0.0,95.877277085,2021-08-23,2021,34,6.860122110000001,31.469767552499995,False
,,,,,,,2021-08-23,2021-S34,15-64 ans,54.322219451,8.0160320641,320.42932319,2021-08-23,2021,34,26.53850701886,61.979127670000004,False
,,,,,,,2021-08-23,2021-S34,65 ans ou plus,5.5750682946,3.3999728002,78.300871097,2021-08-23,2021,34,4.27001099796,12.055527561149999,False
,,,,,,,2021-08-23,2021-S34,Tous âges,38.287323651,5.0098527103,238.34963426,2021-08-23,2021,34,18.320841086580003,44.659784692,False
,,,,,,,2021-08-30,2021-S35,00-04 ans,32.653653581,33.123550845,115.5234657,2021-08-30,2021,35,32.9355919394,31.366427411,False
,,,,,,,2021-08-30,2021-S35,05-14 ans,40.514534589,0.0,190.01554673,2021-08-30,2021,35,16.2058138356,33.4853229175,False
,,,,,,,2021-08-30,2021-S35,15-64 ans,56.181037776,8.0742834073,360.39214698,2021-08-30,2021,35,27.31698515478,59.1274829565,False
,,,,,,,2021-08-30,2021-S35,65 ans ou plus,4.1911733888,3.3313345326,62.201948994,2021-08-30,2021,35,3.6752700750800003,10.0242503771,False
,,,,,,,2021-08-30,2021-S35,Tous âges,40.418395585,6.6247101689,268.23267995,2021-08-30,2021,35,20.14218433534,42.70749423375,False
,,,,,,,2021-09-06,2021-S36,00-04 ans,27.616680475,0.0,87.985140287,2021-09-06,2021,36,11.04667219,31.40010628975,False
,,,,,,,2021-09-06,2021-S36,05-14 ans,59.152505915,0.0,237.06596012,2021-09-06,2021,36,23.661002366,36.910607637,True
,,,,,,,2021-09-06,2021-S36,15-64 ans,50.25851053,27.564481197,385.0209677,2021-09-06,2021,36,36.6420929302,56.879450343,False
,,,,,,,2021-09-06,2021-S36,65 ans ou plus,17.890072386,26.506742653,10.471204188,2021-09-06,2021,36,23.0600745462,9.93311859685,True
,,,,,,,2021-09-06,2021-S36,Tous âges,41.877317667,24.111103967,275.0210995,2021-09-06,2021,36,31.217589446999998,41.85142382475,False
,,,,,,,2021-09-13,2021-S37,00-04 ans,34.844139484,24.313153416,140.17599875,2021-09-13,2021,37,28.525547843200002,34.016128622500005,False
,,,,,,,2021-09-13,2021-S37,05-14 ans,40.394439824,0.0,300.3647286,2021-09-13,2021,37,16.157775929600003,39.30294640075,False
,,,,,,,2021-09-13,2021-S37,15-64 ans,73.574559082,23.872995663,458.36147834,2021-09-13,2021,37,43.7536210306,58.584081709749995,False
,,,,,,,2021-09-13,2021-S37,65 ans ou plus,12.733806842,17.068924316,135.90033975,2021-09-13,2021,37,15.334877326400001,10.097530227850001,False
,,,,,,,2021-09-13,2021-S37,Tous âges,52.501644363,19.404915912,351.47715398,2021-09-13,2021,37,32.6436072924,43.2711703165,False
,,,,,,,2021-09-20,2021-S38,00-04 ans,60.88650755,47.732696897,222.22222222,2021-09-20,2021,38,52.99422115819999,39.0002452725,True
,,,,,,,2021-09-20,2021-S38,05-14 ans,59.768740948,91.019417476,455.72916667,2021-09-20,2021,38,78.5191468648,49.957555319,False
,,,,,,,2021-09-20,2021-S38,15-64 ans,84.285097008,27.979854505,585.19229419,2021-09-20,2021,38,50.5019515062,66.074801099,False
,,,,,,,2021-09-20,2021-S38,65 ans ou plus,15.452910766,3.3174097665,153.86436265,2021-09-20,2021,38,8.1716101663,12.5669908457,False
,,,,,,,2021-09-20,2021-S38,Tous âges,64.092479622,20.750199521,447.09198053,2021-09-20,2021,38,38.0871115614,49.72245930925,False
,,,,,,,2021-09-27,2021-S39,00-04 ans,61.78065579,21.843599825,179.62003454,2021-09-27,2021,39,37.818422211,46.28199582475,False
,,,,,,,2021-09-27,2021-S39,05-14 ans,83.056478405,32.938076416,448.85424049,2021-09-27,2021,39,52.9854372116,60.593041273,False
,,,,,,,2021-09-27,2021-S39,15-64 ans,92.079543802,28.317152104,710.60677004,2021-09-27,2021,39,53.8221087832,75.0494276055,False
,,,,,,,2021-09-27,2021-S39,65 ans ou plus,16.703553681,16.478265168,104.20284821,2021-09-27,2021,39,16.568380573200002,15.69508591875,False
,,,,,,,2021-09-27,2021-S39,Tous âges,71.338306632,22.336742346,514.68590576,2021-09-27,2021,39,41.937368060400004,57.452437071,False
,,,,,,,2021-10-04,2021-S40,00-04 ans,72.98643311,61.779242175,189.33066043,2021-10-04,2021,40,66.262118549,57.6244339835,False
,,,,,,,2021-10-04,2021-S40,05-14 ans,88.720506426,69.08462867,469.33986328,2021-10-04,2021,40,76.93897977239999,67.98504140075,False
,,,,,,,2021-10-04,2021-S40,15-64 ans,93.308014667,36.994409734,636.64560062,2021-10-04,2021,40,59.519851707200004,85.81180363975,False
,,,,,,,2021-10-04,2021-S40,65 ans ou plus,16.195206219,9.5238095238,85.299971567,2021-10-04,2021,40,12.19236820188,15.271369377,False
,,,,,,,2021-10-04,2021-S40,Tous âges,73.48048717,26.738388462,466.69441606,2021-10-04,2021,40,45.435227945200005,65.35322944674999,False
,,,,,,,2021-10-11,2021-S41,00-04 ans,57.890008983,57.971014493,175.82872214,2021-10-11,2021,41,57.938612289000005,63.38590135825,False
,,,,,,,2021-10-11,2021-S41,05-14 ans,81.851666591,0.0,434.06964406,2021-10-11,2021,41,32.7406666364,78.3493480925,False
,,,,,,,2021-10-11,2021-S41,15-64 ans,116.16912063,16.357911095,723.41896095,2021-10-11,2021,41,56.282394909000004,96.46044402675,False
,,,,,,,2021-10-11,2021-S41,65 ans ou plus,20.316393976,19.179746188,224.12102535,2021-10-11,2021,41,19.634405303199998,17.1670161605,False
,,,,,,,2021-10-11,2021-S41,Tous âges,83.560883309,20.342377867,519.53753842,2021-10-11,2021,41,45.629780043800004,73.11803918325,False
,,,,,,,2021-10-18,2021-S42,00-04 ans,120.20606754,109.28961749,249.31438544,2021-10-18,2021,42,113.65619751,78.21579135575,True
,,,,,,,2021-10-18,2021-S42,05-14 ans,69.842493136,0.0,407.37345962,2021-10-18,2021,42,27.9369972544,80.8677861395,False
2021-10-18,moins de 65 ans,2021-2022,36909.0,167405.0,18403.666666666668,15-64 ans,2021-10-18,2021-S42,15-64 ans,127.62344594,28.81014117,999.07493062,2021-10-18,2021,42,68.335463078,107.29503125975,False
2021-10-18,65 ans et plus,2021-2022,160296.0,804520.0,83540.5,65 ans ou plus,2021-10-18,2021-S42,65 ans ou plus,36.167818679,28.247700951,221.35416667,2021-10-18,2021,42,31.4157480422,22.345743138750002,True
,,,,,,,2021-10-18,2021-S42,Tous âges,100.41268198,34.175819055,671.29545482,2021-10-18,2021,42,60.67056422500001,82.19808977275001,False
,,,,,,,2021-10-25,2021-S43,00-04 ans,72.964739789,66.856092261,187.2659176,2021-10-25,2021,43,69.2995512722,81.01181235550001,False
,,,,,,,2021-10-25,2021-S43,05-14 ans,104.99790004,0.0,521.85257665,2021-10-25,2021,43,41.999160016000005,86.35314154825,False
2021-10-25,moins de 65 ans,2021-2022,148900.0,478830.0,19836.44183673469,15-64 ans,2021-10-25,2021-S43,15-64 ans,131.2069917,38.525748042,1108.1769311,2021-10-25,2021,43,75.5982455052,117.07689323425001,False
2021-10-25,65 ans et plus,2021-2022,676827.0,2188435.0,92429.4275510204,65 ans ou plus,2021-10-25,2021-S43,65 ans ou plus,36.404769025,24.874074995,405.95399188,2021-10-25,2021,43,29.486352607,27.27104697475,False
,,,,,,,2021-10-25,2021-S43,Tous âges,97.95623635,32.868479129,751.19366048,2021-10-25,2021,43,58.9035820174,88.85257220225,False
,,,,,,,2021-11-01,2021-S44,00-04 ans,59.461870076,73.515897813,217.49353398,2021-11-01,2021,44,67.8942867182,77.630671597,False
,,,,,,,2021-11-01,2021-S44,05-14 ans,124.18620404,44.130626655,444.44444444,2021-11-01,2021,44,76.15285760900001,95.21956595175001,False
2021-11-01,moins de 65 ans,2021-2022,120407.0,342683.0,17165.65306122449,15-64 ans,2021-11-01,2021-S44,15-64 ans,148.3150718,43.571086227,1123.7688121,2021-11-01,2021,44,85.4686804562,130.8286575175,False
2021-11-01,65 ans et plus,2021-2022,571683.0,1468210.0,79543.71428571429,65 ans ou plus,2021-11-01,2021-S44,65 ans ou plus,34.232975941,16.209031672,401.99913081,2021-11-01,2021,44,23.4186093796,31.78048940525,False
,,,,,,,2021-11-01,2021-S44,Tous âges,107.28275243,32.517681489,798.09835823,2021-11-01,2021,44,62.4237098654,97.30313851725,False
,,,,,,,2021-11-08,2021-S45,00-04 ans,94.393052671,135.5800891,203.93893486,2021-11-08,2021,45,119.1052745284,86.756432519,False
,,,,,,,2021-11-08,2021-S45,05-14 ans,116.64772387,38.505968425,887.54072576,2021-11-08,2021,45,69.762670603,103.91858027149999,False
2021-11-08,moins de 65 ans,2021-2022,118900.0,319505.0,18572.816326530614,15-64 ans,2021-11-08,2021-S45,15-64 ans,141.95692819,46.93233211,1312.2490375,2021-11-08,2021,45,84.942170542,137.27560940749999,False
2021-11-08,65 ans et plus,2021-2022,565005.0,1232657.0,88764.44897959183,65 ans ou plus,2021-11-08,2021-S45,65 ans ou plus,42.988088139,9.7399435083,328.39088467,2021-11-08,2021,45,23.03920136058,37.448412946,False
,,,,,,,2021-11-08,2021-S45,Tous âges,110.8260902,35.485588012,945.86156657,2021-11-08,2021,45,65.6217888872,104.11944023999999,False
,,,,,,,2021-11-15,2021-S46,00-04 ans,256.6954736,189.81880932,358.11641456,2021-11-15,2021,46,216.569475032,120.878784034,True
,,,,,,,2021-11-15,2021-S46,05-14 ans,172.50392054,111.06997408,996.01593625,2021-11-15,2021,46,135.64355266399997,129.5839371225,False
2021-11-15,moins de 65 ans,2021-2022,126814.0,335698.0,17452.91836734694,15-64 ans,2021-11-15,2021-S46,15-64 ans,168.56276285,29.860933367,1595.3589558,2021-11-15,2021,46,85.34166516020001,147.510438635,False
2021-11-15,65 ans et plus,2021-2022,533202.0,1043782.0,77249.51020408163,65 ans ou plus,2021-11-15,2021-S46,65 ans ou plus,43.013736645,34.913984638,417.12673292,2021-11-15,2021,46,38.1538854408,39.159892437500005,False
,,,,,,,2021-11-15,2021-S46,Tous âges,154.26977478,50.436591747,1137.5485828,2021-11-15,2021,46,91.9698649602,117.58371344,False
,,,,,,,2021-11-22,2021-S47,00-04 ans,344.67738575,328.79988044,525.79691094,2021-11-22,2021,47,335.15088256399997,188.80694552425,True
,,,,,,,2021-11-22,2021-S47,05-14 ans,277.24236263,312.74433151,1029.3858877,2021-11-22,2021,47,298.543543958,172.64505277,True
2021-11-22,moins de 65 ans,2021-2022,156358.0,409372.0,20959.65306122449,15-64 ans,2021-11-22,2021-S47,15-64 ans,211.21951784,60.034305317,2065.1852526,2021-11-22,2021,47,120.50839032620001,167.51357017,False
2021-11-22,65 ans et plus,2021-2022,345628.0,638686.0,56567.142857142855,65 ans ou plus,2021-11-22,2021-S47,65 ans ou plus,44.309055663,31.277367697,533.15994798,2021-11-22,2021,47,36.4900428834,41.135964097,False
,,,,,,,2021-11-22,2021-S47,Tous âges,203.74910264,83.666449754,1409.8071523,2021-11-22,2021,47,131.6995109084,144.0319300125,False
,,,,,,,2021-11-29,2021-S48,00-04 ans,551.00521221,444.24700133,747.94681267,2021-11-29,2021,48,486.95028568199996,311.69278105775,True
,,,,,,,2021-11-29,2021-S48,05-14 ans,443.19533023,323.10177706,1697.0096384,2021-11-29,2021,48,371.139198328,252.3973343175,True
2021-11-29,moins de 65 ans,2021-2022,102526.0,243347.0,17422.877551020407,15-64 ans,2021-11-29,2021-S48,15-64 ans,269.63340228,119.93489249,2471.4658039,2021-11-29,2021,48,179.81429640599998,197.84315279,False
2021-11-29,65 ans et plus,2021-2022,227137.0,407780.0,37218.95918367347,65 ans ou plus,2021-11-29,2021-S48,65 ans ou plus,63.746965238,42.917139266,732.45952197,2021-11-29,2021,48,51.2490696548,48.51446142125,False
,,,,,,,2021-11-29,2021-S48,Tous âges,288.43593764,122.70126842,1822.1138361,2021-11-29,2021,48,188.99513610800003,189.320226315,True
,,,,,,,2021-12-06,2021-S49,00-04 ans,955.31704347,540.70755446,1137.0939833,2021-12-06,2021,49,706.551350064,526.9237787575,True
,,,,,,,2021-12-06,2021-S49,05-14 ans,708.57992092,751.87969925,2158.880081,2021-12-06,2021,49,734.559787918,400.38038357999994,True
2021-12-06,moins de 65 ans,2021-2022,62569.0,146581.0,10625.836734693878,15-64 ans,2021-12-06,2021-S49,15-64 ans,268.50962782,100.95061832,2698.6905369,2021-12-06,2021,49,167.97422212,229.4813276975,False
2021-12-06,65 ans et plus,2021-2022,139566.0,242300.0,23340.183673469386,65 ans ou plus,2021-12-06,2021-S49,65 ans ou plus,65.359477124,76.331216414,779.45310503,2021-12-06,2021,49,71.942520698,54.1073086675,False
,,,,,,,2021-12-06,2021-S49,Tous âges,380.33851313,155.97522746,2110.85122,2021-12-06,2021,49,245.72054172800003,256.6983320475,False
,,,,,,,2021-12-13,2021-S50,00-04 ans,1720.9530272,1182.7141774,1769.3895606,2021-12-13,2021,50,1398.00971732,892.9881671574999,True
,,,,,,,2021-12-13,2021-S50,05-14 ans,1296.1255901,869.20529801,3101.0613752,2021-12-13,2021,50,1039.973414846,681.28580097,True
2021-12-13,moins de 65 ans,2021-2022,45470.0,100432.0,7196.959183673469,15-64 ans,2021-12-13,2021-S50,15-64 ans,356.38294754,200.21690164,2986.2038273,2021-12-13,2021,50,262.68332,276.43637387,False
2021-12-13,65 ans et plus,2021-2022,98680.0,164372.0,15656.591836734693,65 ans ou plus,2021-12-13,2021-S50,65 ans ou plus,105.36110123,99.586095291,758.59537502,2021-12-13,2021,50,101.8960976666,69.69414981374999,True
,,,,,,,2021-12-13,2021-S50,Tous âges,620.02543848,274.87714988,2529.7412396,2021-12-13,2021,50,412.93646532,373.1372479725,True
,,,,,,,2021-12-20,2021-S51,00-04 ans,2580.9579213,1749.1800718,2330.6023029,2021-12-20,2021,51,2081.8912116,1452.058301045,True
,,,,,,,2021-12-20,2021-S51,05-14 ans,2269.1099049,1261.5235323,4559.0165891,2021-12-20,2021,51,1664.5580813400002,1179.2526865374998,True
2021-12-20,moins de 65 ans,2021-2022,23581.0,53325.0,4748.448979591836,15-64 ans,2021-12-20,2021-S51,15-64 ans,531.54331729,266.43371915,3934.8511897,2021-12-20,2021,51,372.477558406,356.5173237325,False
2021-12-20,65 ans et plus,2021-2022,41000.0,70307.0,8799.857142857143,65 ans ou plus,2021-12-20,2021-S51,65 ans ou plus,196.16679479,251.15110925,808.08080808,2021-12-20,2021,51,229.157383466,107.6585845955,True
,,,,,,,2021-12-20,2021-S51,Tous âges,929.41975988,436.70143818,3304.2971078,2021-12-20,2021,51,633.7887668600001,554.5549122825,True
,,,,,,,2021-12-27,2021-S52,00-04 ans,2225.1666772,1752.6120661,1600.8149603,2021-12-27,2021,52,1941.63391054,1870.5986672925,False
,,,,,,,2021-12-27,2021-S52,05-14 ans,1559.0809628,884.54376164,3151.8987342,2021-12-27,2021,52,1154.358642104,1458.22409468,False
2021-12-27,moins de 65 ans,2021-2022,17150.0,36660.0,2604.530612244898,15-64 ans,2021-12-27,2021-S52,15-64 ans,552.83454371,345.70084817,3634.9844186,2021-12-27,2021,52,428.55432638599996,427.31760909,False
2021-12-27,65 ans et plus,2021-2022,27940.0,47540.0,4262.306122448979,65 ans ou plus,2021-12-27,2021-S52,65 ans ou plus,267.23950542,361.6796048,1063.1644778,2021-12-27,2021,52,323.903565048,158.531719641,True
,,,,,,,2021-12-27,2021-S52,Tous âges,804.84365122,495.75176574,2950.3719409,2021-12-27,2021,52,619.388519932,683.6568406775,False
,,,,,,,2022-01-03,2022-S01,00-04 ans,1603.2117409,1447.7977162,2182.5740516,2022-01-03,2022,1,1509.9633260800001,2032.57234165,False
,,,,,,,2022-01-03,2022-S01,05-14 ans,1022.404544,388.95371451,3416.4070613,2022-01-03,2022,1,642.334046306,1536.68025045,False
2022-01-03,moins de 65 ans,2021-2022,14653.0,32634.0,1978.530612244898,15-64 ans,2022-01-03,2022-S01,15-64 ans,419.41662436,173.77247929,3983.1812892,2022-01-03,2022,1,272.030137318,465.04435822500005,False
2022-01-03,65 ans et plus,2021-2022,26968.0,46422.0,3589.326530612245,65 ans ou plus,2022-01-03,2022-S01,65 ans ou plus,180.08503263,221.23241202,1016.7597765,2022-01-03,2022,1,204.773460264,187.2131085175,False
,,,,,,,2022-01-03,2022-S01,Tous âges,564.58262905,300.97704105,3380.6363551,2022-01-03,2022,1,406.41927625000005,729.7178696574999,False
,,,,,,,2022-01-10,2022-S02,00-04 ans,1812.5049612,1486.8471216,2562.2254758,2022-01-10,2022,2,1617.1102574400002,2055.4603251500002,False
,,,,,,,2022-01-10,2022-S02,05-14 ans,1050.8977104,659.42591156,4002.062919,2022-01-10,2022,2,816.0146310960001,1475.373280525,False
2022-01-10,moins de 65 ans,2021-2022,9438.0,21297.0,1615.3469387755101,15-64 ans,2022-01-10,2022-S02,15-64 ans,335.56437203,196.62803832,4144.7850194,2022-01-10,2022,2,252.202571804,459.83971434750003,False
2022-01-10,65 ans et plus,2021-2022,17359.0,30434.0,2947.714285714286,65 ans ou plus,2022-01-10,2022-S02,65 ans ou plus,100.7993952,132.85826439,946.63353449,2022-01-10,2022,2,120.03471671399998,186.07268201000002,False
,,,,,,,2022-01-10,2022-S02,Tous âges,534.94012281,286.80688337,3557.160703,2022-01-10,2022,2,386.060179146,708.4465407399999,False
,,,,,,,2022-01-17,2022-S03,00-04 ans,1900.9504752,1449.8141264,2370.5376041,2022-01-17,2022,3,1630.26866592,1885.4584636250001,False
,,,,,,,2022-01-17,2022-S03,05-14 ans,1075.8120598,696.48093842,4524.7974709,2022-01-17,2022,3,848.2133869720001,1177.04881925,False
2022-01-17,moins de 65 ans,2021-2022,6688.0,14644.0,1083.734693877551,15-64 ans,2022-01-17,2022-S03,15-64 ans,308.64742921,191.46722164,4006.9648493,2022-01-17,2022,3,238.339304668,404.1157423275,False
