campagne,date,jour,groupe,year,month,day_of_week,week_of_year,is_weekend,ACTE(VGP),DOSES(J07E1),doses_per_acte,cumulative_actes,cumulative_doses,actes_7day_ma,actes_14day_ma,actes_lag_1,actes_lag_7,actes_lag_14,week_start
2021-2022,2021-11-04,14,moins de 65 ans,2021,11,3,44,False,24211.0,68462.0,2.827722935855603,264364.0,871655.0,16728.428571428572,18883.14285714286,25122.0,24361.0,,2021-11-01
2021-2022,2021-11-05,15,65 ans et plus,2021,11,4,44,False,120242.0,287367.0,2.389905357528983,1367219.0,4325618.0,80866.28571428571,89285.85714285714,124827.0,102452.0,117217.0,2021-11-01
2021-2022,2021-11-05,15,moins de 65 ans,2021,11,4,44,False,26376.0,70877.0,2.687177737336973,290740.0,942532.0,17014.85714285714,19014.5,24211.0,24371.0,24537.0,2021-11-01
2021-2022,2021-11-06,16,65 ans et plus,2021,11,5,44,True,41072.0,134290.0,3.2696240747954812,1408291.0,4459908.0,81661.71428571429,89167.57142857143,120242.0,35504.0,42728.0,2021-11-01
2021-2022,2021-11-06,16,moins de 65 ans,2021,11,5,44,True,15313.0,45852.0,2.99431855286358,306053.0,988384.0,17202.285714285714,19236.5,26376.0,14001.0,12205.0,2021-11-01
2021-2022,2021-11-07,17,65 ans et plus,2021,11,6,44,True,515.0,1257.0,2.440776699029126,1408806.0,4461165.0,81669.0,89179.28571428571,41072.0,464.0,351.0,2021-11-01
2021-2022,2021-11-07,17,moins de 65 ans,2021,11,6,44,True,163.0,534.0,3.276073619631902,306216.0,988918.0,17201.0,19236.214285714286,15313.0,172.0,167.0,2021-11-01
2021-2022,2021-11-08,18,65 ans et plus,2021,11,0,45,False,131120.0,290012.0,2.2118059792556437,1539926.0,4751177.0,100278.71428571429,90624.07142857143,515.0,852.0,110893.0,2021-11-08
2021-2022,2021-11-08,18,moins de 65 ans,2021,11,0,45,False,25307.0,68898.0,2.7224878492116806,331523.0,1057816.0,20771.571428571428,19516.285714285714,163.0,313.0,21386.0,2021-11-08
2021-2022,2021-11-09,19,65 ans et plus,2021,11,1,45,False,144903.0,307027.0,2.118845020461964,1684829.0,5058204.0,99280.28571428571,87795.07142857143,131120.0,151892.0,184509.0,2021-11-08
2021-2022,2021-11-09,19,moins de 65 ans,2021,11,1,45,False,25984.0,69824.0,2.687192118226601,357507.0,1127640.0,20353.714285714286,18677.928571428572,25307.0,28909.0,37721.0,2021-11-08
2021-2022,2021-11-10,20,65 ans et plus,2021,11,2,45,False,125243.0,268875.0,2.146826569149573,1810072.0,5327079.0,98274.57142857143,87639.71428571429,144903.0,132283.0,127418.0,2021-11-08
2021-2022,2021-11-10,20,moins de 65 ans,2021,11,2,45,False,26073.0,71699.0,2.7499328807578722,383580.0,1199339.0,20489.571428571428,18619.714285714286,25984.0,25122.0,26888.0,2021-11-08
2021-2022,2021-11-11,21,65 ans et plus,2021,11,3,45,False,1078.0,2678.0,2.484230055658627,1811150.0,5329757.0,80596.14285714286,79460.5,125243.0,124827.0,115587.0,2021-11-08
2021-2022,2021-11-11,21,moins de 65 ans,2021,11,3,45,False,408.0,1196.0,2.9313725490196076,383988.0,1200535.0,17089.14285714286,16908.785714285714,26073.0,24211.0,24361.0,2021-11-08
2021-2022,2021-11-12,22,65 ans et plus,2021,11,4,45,False,126354.0,261935.0,2.073024993272868,1937504.0,5591692.0,81469.28571428571,81167.78571428571,1078.0,120242.0,102452.0,2021-11-08
2021-2022,2021-11-12,22,moins de 65 ans,2021,11,4,45,False,28142.0,70635.0,2.5099495416104043,412130.0,1271170.0,17341.428571428572,17178.14285714286,408.0,26376.0,24371.0,2021-11-08
2021-2022,2021-11-13,23,65 ans et plus,2021,11,5,45,True,35947.0,101066.0,2.8115280830111,1973451.0,5692758.0,80737.14285714286,81199.42857142857,126354.0,41072.0,35504.0,2021-11-08
2021-2022,2021-11-13,23,moins de 65 ans,2021,11,5,45,True,12773.0,36667.0,2.8706646833163703,424903.0,1307837.0,16978.571428571428,17090.428571428572,28142.0,15313.0,14001.0,2021-11-08
2021-2022,2021-11-14,24,65 ans et plus,2021,11,6,45,True,360.0,1064.0,2.9555555555555557,1973811.0,5693822.0,80715.0,81192.0,35947.0,515.0,464.0,2021-11-08
2021-2022,2021-11-14,24,moins de 65 ans,2021,11,6,45,True,213.0,586.0,2.751173708920188,425116.0,1308423.0,16985.714285714286,17093.35714285714,12773.0,163.0,172.0,2021-11-08
2021-2022,2021-11-15,25,65 ans et plus,2021,11,0,46,False,117396.0,230292.0,1.9616681999386691,2091207.0,5924114.0,78754.42857142857,89516.57142857143,360.0,131120.0,852.0,2021-11-15
2021-2022,2021-11-15,25,moins de 65 ans,2021,11,0,46,False,23842.0,61887.0,2.595713446858485,448958.0,1370310.0,16776.428571428572,18774.0,213.0,25307.0,313.0,2021-11-15
2021-2022,2021-11-16,26,65 ans et plus,2021,11,1,46,False,125888.0,240472.0,1.9102058973055414,2217095.0,6164586.0,76038.0,87659.14285714286,117396.0,144903.0,151892.0,2021-11-15
2021-2022,2021-11-16,26,moins de 65 ans,2021,11,1,46,False,24456.0,64631.0,2.642746156362447,473414.0,1434941.0,16558.14285714286,18455.928571428572,23842.0,25984.0,28909.0,2021-11-15
2021-2022,2021-11-17,27,65 ans et plus,2021,11,2,46,False,92746.0,184207.0,1.9861449550384922,2309841.0,6348793.0,71395.57142857143,84835.07142857143,125888.0,125243.0,132283.0,2021-11-15
2021-2022,2021-11-17,27,moins de 65 ans,2021,11,2,46,False,21064.0,58361.0,2.770651348271933,494478.0,1493302.0,15842.57142857143,18166.071428571428,24456.0,26073.0,25122.0,2021-11-15
2021-2022,2021-11-18,28,65 ans et plus,2021,11,3,46,False,91857.0,174239.0,1.8968505394254112,2401698.0,6523032.0,84364.0,82480.07142857143,92746.0,1078.0,124827.0,2021-11-15
2021-2022,2021-11-18,28,moins de 65 ans,2021,11,3,46,False,20834.0,55015.0,2.6406354996640107,515312.0,1548317.0,18760.571428571428,17924.85714285714,21064.0,408.0,24211.0,2021-11-15
2021-2022,2021-11-19,29,65 ans et plus,2021,11,4,46,False,80696.0,151235.0,1.8741325468424705,2482394.0,6674267.0,77841.42857142857,79655.35714285714,91857.0,126354.0,120242.0,2021-11-15
2021-2022,2021-11-19,29,moins de 65 ans,2021,11,4,46,False,22749.0,56755.0,2.494834937799464,538061.0,1605072.0,17990.14285714286,17665.785714285714,20834.0,28142.0,26376.0,2021-11-15
2021-2022,2021-11-20,30,65 ans et plus,2021,11,5,46,True,24327.0,62566.0,2.571874871541908,2506721.0,6736833.0,76181.42857142857,78459.28571428571,80696.0,35947.0,41072.0,2021-11-15
2021-2022,2021-11-20,30,moins de 65 ans,2021,11,5,46,True,13726.0,38569.0,2.809922774296955,551787.0,1643641.0,18126.285714285714,17552.428571428572,22749.0,12773.0,15313.0,2021-11-15
2021-2022,2021-11-21,31,65 ans et plus,2021,11,6,46,True,292.0,771.0,2.6404109589041096,2507013.0,6737604.0,76171.71428571429,78443.35714285714,24327.0,360.0,515.0,2021-11-15
2021-2022,2021-11-21,31,moins de 65 ans,2021,11,6,46,True,143.0,480.0,3.3566433566433567,551930.0,1644121.0,18116.285714285714,17551.0,13726.0,213.0,163.0,2021-11-15
2021-2022,2021-11-22,32,65 ans et plus,2021,11,0,47,False,75255.0,139859.0,1.8584678758886453,2582268.0,6877463.0,70151.57142857143,74453.0,292.0,117396.0,131120.0,2021-11-22
2021-2022,2021-11-22,32,moins de 65 ans,2021,11,0,47,False,28861.0,82538.0,2.8598454662000625,580791.0,1726659.0,18833.285714285714,17804.85714285714,143.0,23842.0,25307.0,2021-11-22
2021-2022,2021-11-23,33,65 ans et plus,2021,11,1,47,False,80437.0,145563.0,1.8096522744508123,2662705.0,7023026.0,63658.57142857143,69848.28571428571,75255.0,125888.0,144903.0,2021-11-22
2021-2022,2021-11-23,33,moins de 65 ans,2021,11,1,47,False,31783.0,85607.0,2.693483937954252,612574.0,1812266.0,19880.0,18219.071428571428,28861.0,24456.0,25984.0,2021-11-22
2021-2022,2021-11-24,34,65 ans et plus,2021,11,2,47,False,58897.0,108954.0,1.8499074655754961,2721602.0,7131980.0,58823.0,65109.28571428572,80437.0,92746.0,125243.0,2021-11-22
2021-2022,2021-11-24,34,moins de 65 ans,2021,11,2,47,False,25243.0,68446.0,2.7114843719050827,637817.0,1880712.0,20477.0,18159.785714285714,31783.0,21064.0,26073.0,2021-11-22
2021-2022,2021-11-25,35,65 ans et plus,2021,11,3,47,False,58293.0,105921.0,1.8170449282075034,2779895.0,7237901.0,54028.142857142855,69196.07142857143,58897.0,91857.0,1078.0,2021-11-22
2021-2022,2021-11-25,35,moins de 65 ans,2021,11,3,47,False,24659.0,62553.0,2.536720872703678,662476.0,1943265.0,21023.428571428572,19892.0,25243.0,20834.0,408.0,2021-11-22
2021-2022,2021-11-26,36,65 ans et plus,2021,11,4,47,False,56424.0,99072.0,1.7558485750744364,2836319.0,7336973.0,50560.71428571428,64201.07142857143,58293.0,80696.0,126354.0,2021-11-22
2021-2022,2021-11-26,36,moins de 65 ans,2021,11,4,47,False,28494.0,67379.0,2.364673264546922,690970.0,2010644.0,21844.14285714286,19917.14285714286,24659.0,22749.0,28142.0,2021-11-22
2021-2022,2021-11-27,37,65 ans et plus,2021,11,5,47,True,16010.0,38724.0,2.418738288569644,2852329.0,7375697.0,49372.57142857143,62777.0,56424.0,24327.0,35947.0,2021-11-22
2021-2022,2021-11-27,37,moins de 65 ans,2021,11,5,47,True,17077.0,42211.0,2.4718041810622475,708047.0,2052855.0,22322.85714285714,20224.571428571428,28494.0,13726.0,12773.0,2021-11-22
2021-2022,2021-11-28,38,65 ans et plus,2021,11,6,47,True,312.0,593.0,1.9006410256410255,2852641.0,7376290.0,49375.42857142857,62773.57142857143,16010.0,292.0,360.0,2021-11-22
2021-2022,2021-11-28,38,moins de 65 ans,2021,11,6,47,True,241.0,638.0,2.6473029045643153,708288.0,2053493.0,22336.85714285714,20226.571428571428,17077.0,143.0,213.0,2021-11-22
2021-2022,2021-11-29,39,65 ans et plus,2021,11,0,48,False,47378.0,86001.0,1.8152095909493857,2900019.0,7462291.0,45393.0,57772.28571428572,312.0,75255.0,117396.0,2021-11-29
2021-2022,2021-11-29,39,moins de 65 ans,2021,11,0,48,False,21273.0,51357.0,2.4141869976025947,729561.0,2104850.0,21252.85714285714,20043.071428571428,241.0,28861.0,23842.0,2021-11-29
2021-2022,2021-11-30,40,65 ans et plus,2021,11,1,48,False,54192.0,94850.0,1.7502583407144967,2954211.0,7557141.0,41643.71428571428,52651.142857142855,47378.0,80437.0,125888.0,2021-11-29
2021-2022,2021-11-30,40,moins de 65 ans,2021,11,1,48,False,21188.0,50213.0,2.3698791768925807,750749.0,2155063.0,19739.285714285714,19809.64285714286,21273.0,31783.0,24456.0,2021-11-29
2021-2022,2021-12-01,41,65 ans et plus,2021,12,2,48,False,40252.0,71523.0,1.7768806518930735,2994463.0,7628664.0,38980.142857142855,48901.57142857143,54192.0,58897.0,92746.0,2021-11-29
2021-2022,2021-12-01,41,moins de 65 ans,2021,12,2,48,False,17357.0,42202.0,2.4314109581148817,768106.0,2197265.0,18612.714285714286,19544.85714285714,21188.0,25243.0,21064.0,2021-11-29
2021-2022,2021-12-02,42,65 ans et plus,2021,12,3,48,False,40202.0,70914.0,1.7639420924332123,3034665.0,7699578.0,36395.71428571428,45211.92857142857,40252.0,58293.0,91857.0,2021-11-29
2021-2022,2021-12-02,42,moins de 65 ans,2021,12,3,48,False,16056.0,37999.0,2.3666542102640755,784162.0,2235264.0,17383.714285714286,19203.571428571428,17357.0,24659.0,20834.0,2021-11-29
2021-2022,2021-12-03,43,65 ans et plus,2021,12,4,48,False,34194.0,59561.0,1.7418552962508043,3068859.0,7759139.0,33220.0,41890.357142857145,40202.0,56424.0,80696.0,2021-11-29
2021-2022,2021-12-03,43,moins de 65 ans,2021,12,4,48,False,16513.0,37171.0,2.2510143523284687,800675.0,2272435.0,15672.142857142857,18758.14285714286,16056.0,28494.0,22749.0,2021-11-29
2021-2022,2021-12-04,44,65 ans et plus,2021,12,5,48,True,10634.0,24530.0,2.3067519277788224,3079493.0,7783669.0,32452.0,40912.28571428572,34194.0,16010.0,24327.0,2021-11-29
2021-2022,2021-12-04,44,moins de 65 ans,2021,12,5,48,True,9942.0,23973.0,2.411285455642728,810617.0,2296408.0,14652.857142857143,18487.85714285714,16513.0,17077.0,13726.0,2021-11-29
2021-2022,2021-12-05,45,65 ans et plus,2021,12,6,48,True,285.0,401.0,1.407017543859649,3079778.0,7784070.0,32448.14285714286,40911.78571428572,10634.0,312.0,292.0,2021-11-29
2021-2022,2021-12-05,45,moins de 65 ans,2021,12,6,48,True,197.0,432.0,2.1928934010152283,810814.0,2296840.0,14646.57142857143,18491.714285714286,9942.0,241.0,143.0,2021-11-29
2021-2022,2021-12-06,46,65 ans et plus,2021,12,0,49,False,29296.0,50507.0,1.7240237575095576,3109074.0,7834577.0,29865.0,37629.0,285.0,47378.0,75255.0,2021-12-06
2021-2022,2021-12-06,46,moins de 65 ans,2021,12,0,49,False,12567.0,29396.0,2.3391421978196867,823381.0,2326236.0,13402.857142857143,17327.85714285714,197.0,21273.0,28861.0,2021-12-06
2021-2022,2021-12-07,47,65 ans et plus,2021,12,1,49,False,31680.0,53490.0,1.6884469696969697,3140754.0,7888067.0,26649.0,34146.357142857145,29296.0,54192.0,80437.0,2021-12-06
2021-2022,2021-12-07,47,moins de 65 ans,2021,12,1,49,False,12364.0,28612.0,2.314137819475898,835745.0,2354848.0,12142.285714285714,15940.785714285714,12567.0,21188.0,31783.0,2021-12-06
2021-2022,2021-12-08,48,65 ans et plus,2021,12,2,49,False,24589.0,42804.0,1.7407783968441173,3165343.0,7930871.0,24411.428571428572,31695.785714285714,31680.0,40252.0,58897.0,2021-12-06
2021-2022,2021-12-08,48,moins de 65 ans,2021,12,2,49,False,10433.0,24950.0,2.3914502060768714,846178.0,2379798.0,11153.142857142857,14882.92857142857,12364.0,17357.0,25243.0,2021-12-06
2021-2022,2021-12-09,49,65 ans et plus,2021,12,3,49,False,24579.0,41890.0,1.7043004190569184,3189922.0,7972761.0,22179.571428571428,29287.64285714286,24589.0,40202.0,58293.0,2021-12-06
2021-2022,2021-12-09,49,moins de 65 ans,2021,12,3,49,False,10329.0,23967.0,2.3203601510310774,856507.0,2403765.0,10335.0,13859.357142857143,10433.0,16056.0,24659.0,2021-12-06
2021-2022,2021-12-10,50,65 ans et plus,2021,12,4,49,False,21662.0,36819.0,1.6997045517496077,3211584.0,8009580.0,20389.285714285714,26804.64285714286,24579.0,34194.0,56424.0,2021-12-06
2021-2022,2021-12-10,50,moins de 65 ans,2021,12,4,49,False,10506.0,24127.0,2.296497239672568,867013.0,2427892.0,9476.857142857143,12574.5,10329.0,16513.0,28494.0,2021-12-06
2021-2022,2021-12-11,51,65 ans et plus,2021,12,5,49,True,7552.0,16385.0,2.1696239406779663,3219136.0,8025965.0,19949.0,26200.5,21662.0,10634.0,16010.0,2021-12-06
2021-2022,2021-12-11,51,moins de 65 ans,2021,12,5,49,True,6130.0,15093.0,2.4621533442088093,873143.0,2442985.0,8932.285714285714,11792.57142857143,10506.0,9942.0,17077.0,2021-12-06
2021-2022,2021-12-12,52,65 ans et plus,2021,12,6,49,True,208.0,405.0,1.9471153846153846,3219344.0,8026370.0,19938.0,26193.071428571428,7552.0,285.0,312.0,2021-12-06
2021-2022,2021-12-12,52,moins de 65 ans,2021,12,6,49,True,240.0,436.0,1.8166666666666667,873383.0,2443421.0,8938.42857142857,11792.5,6130.0,197.0,241.0,2021-12-06
2021-2022,2021-12-13,53,65 ans et plus,2021,12,0,50,False,20092.0,33307.0,1.6577244674497313,3239436.0,8059677.0,18623.14285714286,24244.071428571428,208.0,29296.0,47378.0,2021-12-13
2021-2022,2021-12-13,53,moins de 65 ans,2021,12,0,50,False,8671.0,19549.0,2.254526582862415,882054.0,2462970.0,8381.857142857143,10892.357142857143,240.0,12567.0,21273.0,2021-12-13
2021-2022,2021-12-14,54,65 ans et plus,2021,12,1,50,False,21249.0,34808.0,1.6381006164996,3260685.0,8094485.0,17133.0,21891.0,20092.0,31680.0,54192.0,2021-12-13
2021-2022,2021-12-14,54,moins de 65 ans,2021,12,1,50,False,8565.0,18843.0,2.2,890619.0,2481813.0,7839.142857142857,9990.714285714286,8671.0,12364.0,21188.0,2021-12-13
2021-2022,2021-12-15,55,65 ans et plus,2021,12,2,50,False,17452.0,29021.0,1.662903965161586,3278137.0,8123506.0,16113.42857142857,20262.428571428572,21249.0,24589.0,40252.0,2021-12-13
2021-2022,2021-12-15,55,moins de 65 ans,2021,12,2,50,False,7465.0,17122.0,2.293636972538513,898084.0,2498935.0,7415.142857142857,9284.142857142857,8565.0,10433.0,17357.0,2021-12-13
2021-2022,2021-12-16,56,65 ans et plus,2021,12,3,50,False,17971.0,29752.0,1.6555561738356241,3296108.0,8153258.0,15169.42857142857,18674.5,17452.0,24579.0,40202.0,2021-12-13
2021-2022,2021-12-16,56,moins de 65 ans,2021,12,3,50,False,7764.0,17057.0,2.1969345698093767,905848.0,2515992.0,7048.714285714285,8691.857142857143,7465.0,10329.0,16056.0,2021-12-13
2021-2022,2021-12-17,57,65 ans et plus,2021,12,4,50,False,16021.0,25799.0,1.6103239498158666,3312129.0,8179057.0,14363.57142857143,17376.428571428572,17971.0,21662.0,34194.0,2021-12-13
2021-2022,2021-12-17,57,moins de 65 ans,2021,12,4,50,False,8071.0,16882.0,2.0916862842274813,913919.0,2532874.0,6700.857142857143,8088.857142857143,7764.0,10506.0,16513.0,2021-12-13
2021-2022,2021-12-18,58,65 ans et plus,2021,12,5,50,True,5682.0,11240.0,1.978176698345653,3317811.0,8190297.0,14096.42857142857,17022.714285714286,16021.0,7552.0,10634.0,2021-12-13
2021-2022,2021-12-18,58,moins de 65 ans,2021,12,5,50,True,4705.0,10627.0,2.2586609989373008,918624.0,2543501.0,6497.285714285715,7714.785714285715,8071.0,6130.0,9942.0,2021-12-13
2021-2022,2021-12-19,59,65 ans et plus,2021,12,6,50,True,213.0,445.0,2.0892018779342725,3318024.0,8190742.0,14097.142857142857,17017.571428571428,5682.0,208.0,285.0,2021-12-13
2021-2022,2021-12-19,59,moins de 65 ans,2021,12,6,50,True,229.0,352.0,1.537117903930131,918853.0,2543853.0,6495.714285714285,7717.071428571428,4705.0,240.0,197.0,2021-12-13
2021-2022,2021-12-20,60,65 ans et plus,2021,12,0,51,False,11934.0,19224.0,1.6108597285067874,3329958.0,8209966.0,12931.714285714286,15777.42857142857,213.0,20092.0,29296.0,2021-12-20
2021-2022,2021-12-20,60,moins de 65 ans,2021,12,0,51,False,6615.0,13995.0,2.1156462585034013,925468.0,2557848.0,6202.0,7291.928571428572,229.0,8671.0,12567.0,2021-12-20
2021-2022,2021-12-21,61,65 ans et plus,2021,12,1,51,False,11360.0,18337.0,1.6141725352112677,3341318.0,8228303.0,11519.0,14326.0,11934.0,21249.0,31680.0,2021-12-20
2021-2022,2021-12-21,61,moins de 65 ans,2021,12,1,51,False,5959.0,12649.0,2.1226715891928176,931427.0,2570497.0,5829.714285714285,6834.428571428572,6615.0,8565.0,12364.0,2021-12-20
2021-2022,2021-12-22,62,65 ans et plus,2021,12,2,51,False,8082.0,13733.0,1.6992081168027715,3349400.0,8242036.0,10180.42857142857,13146.92857142857,11360.0,17452.0,24589.0,2021-12-20
2021-2022,2021-12-22,62,moins de 65 ans,2021,12,2,51,False,4898.0,10752.0,2.1951817068191097,936325.0,2581249.0,5463.0,6439.071428571428,5959.0,7465.0,10433.0,2021-12-20
2021-2022,2021-12-23,63,65 ans et plus,2021,12,3,51,False,6755.0,11948.0,1.768763878608438,3356155.0,8253984.0,8578.142857142857,11873.785714285714,8082.0,17971.0,24579.0,2021-12-20
2021-2022,2021-12-23,63,moins de 65 ans,2021,12,3,51,False,4028.0,9887.0,2.454568023833168,940353.0,2591136.0,4929.285714285715,5989.0,4898.0,7764.0,10329.0,2021-12-20
2021-2022,2021-12-24,64,65 ans et plus,2021,12,4,51,False,2660.0,6514.0,2.448872180451128,3358815.0,8260498.0,6669.428571428572,10516.5,6755.0,16021.0,21662.0,2021-12-20
2021-2022,2021-12-24,64,moins de 65 ans,2021,12,4,51,False,1968.0,5834.0,2.964430894308943,942321.0,2596970.0,4057.4285714285716,5379.142857142857,4028.0,8071.0,10506.0,2021-12-20
2021-2022,2021-12-25,65,65 ans et plus,2021,12,5,51,True,38.0,152.0,4.0,3358853.0,8260650.0,5863.142857142857,9979.785714285714,2660.0,5682.0,7552.0,2021-12-20
2021-2022,2021-12-25,65,moins de 65 ans,2021,12,5,51,True,26.0,62.0,2.3846153846153846,942347.0,2597032.0,3389.0,4943.142857142857,1968.0,4705.0,6130.0,2021-12-20
2021-2022,2021-12-26,66,65 ans et plus,2021,12,6,51,True,171.0,399.0,2.3333333333333335,3359024.0,8261049.0,5857.142857142857,9977.142857142857,38.0,213.0,208.0,2021-12-20
2021-2022,2021-12-26,66,moins de 65 ans,2021,12,6,51,True,87.0,146.0,1.6781609195402298,942434.0,2597178.0,3368.714285714286,4932.214285714285,26.0,229.0,240.0,2021-12-20
2021-2022,2021-12-27,67,65 ans et plus,2021,12,0,52,False,6779.0,11137.0,1.642867679598761,3365803.0,8272186.0,5120.714285714285,9026.214285714286,171.0,11934.0,20092.0,2021-12-27
2021-2022,2021-12-27,67,moins de 65 ans,2021,12,0,52,False,4229.0,8889.0,2.101915346417593,946663.0,2606067.0,3027.8571428571427,4614.928571428572,87.0,6615.0,8671.0,2021-12-27
2021-2022,2021-12-28,68,65 ans et plus,2021,12,1,52,False,7259.0,11737.0,1.6168893787023007,3373062.0,8283923.0,4534.857142857143,8026.928571428572,6779.0,11360.0,21249.0,2021-12-27
2021-2022,2021-12-28,68,moins de 65 ans,2021,12,1,52,False,4187.0,8504.0,2.031048483401003,950850.0,2614571.0,2774.714285714286,4302.214285714285,4229.0,5959.0,8565.0,2021-12-27
2021-2022,2021-12-29,69,65 ans et plus,2021,12,2,52,False,5834.0,10042.0,1.7212889955433666,3378896.0,8293965.0,4213.714285714285,7197.071428571428,7259.0,8082.0,17452.0,2021-12-27
2021-2022,2021-12-29,69,moins de 65 ans,2021,12,2,52,False,3566.0,7489.0,2.1001121704991585,954416.0,2622060.0,2584.4285714285716,4023.714285714286,4187.0,4898.0,7465.0,2021-12-27
2021-2022,2021-12-30,70,65 ans et plus,2021,12,3,52,False,5312.0,9370.0,1.7639307228915662,3384208.0,8303335.0,4007.5714285714284,6292.857142857143,5834.0,6755.0,17971.0,2021-12-27
2021-2022,2021-12-30,70,moins de 65 ans,2021,12,3,52,False,3348.0,7215.0,2.1550179211469533,957764.0,2629275.0,2487.285714285714,3708.285714285714,3566.0,4028.0,7764.0,2021-12-27
2021-2022,2021-12-31,71,65 ans et plus,2021,12,4,52,False,2433.0,4985.0,2.048910809699959,3386641.0,8308320.0,3975.1428571428573,5322.285714285715,5312.0,2660.0,16021.0,2021-12-27
2021-2022,2021-12-31,71,moins de 65 ans,2021,12,4,52,False,1725.0,4340.0,2.5159420289855072,959489.0,2633615.0,2452.5714285714284,3255.0,3348.0,1968.0,8071.0,2021-12-27
2021-2022,2022-01-01,72,65 ans et plus,2022,1,5,52,True,161.0,186.0,1.15527950310559,3386802.0,8308506.0,3992.714285714286,4927.928571428572,2433.0,38.0,5682.0,2021-12-27
2021-2022,2022-01-01,72,moins de 65 ans,2022,1,5,52,True,42.0,120.0,2.857142857142857,959531.0,2633735.0,2454.8571428571427,2921.9285714285716,1725.0,26.0,4705.0,2021-12-27
2021-2022,2022-01-02,73,65 ans et plus,2022,1,6,52,True,162.0,83.0,0.5123456790123457,3386964.0,8308589.0,3991.4285714285716,4924.285714285715,161.0,171.0,213.0,2021-12-27
2021-2022,2022-01-02,73,moins de 65 ans,2022,1,6,52,True,53.0,103.0,1.9433962264150944,959584.0,2633838.0,2450.0,2909.3571428571427,42.0,87.0,229.0,2021-12-27
2021-2022,2022-01-03,74,65 ans et plus,2022,1,0,1,False,4488.0,8126.0,1.8106060606060606,3391452.0,8316715.0,3664.1428571428573,4392.428571428572,162.0,6779.0,11934.0,2022-01-03
2021-2022,2022-01-03,74,moins de 65 ans,2022,1,0,1,False,2358.0,5750.0,2.438507209499576,961942.0,2639588.0,2182.714285714286,2605.285714285714,53.0,4229.0,6615.0,2022-01-03
2021-2022,2022-01-04,75,65 ans et plus,2022,1,1,1,False,5820.0,9693.0,1.6654639175257733,3397272.0,8326408.0,3458.5714285714284,3996.714285714286,4488.0,7259.0,11360.0,2022-01-03
2021-2022,2022-01-04,75,moins de 65 ans,2022,1,1,1,False,2963.0,6418.0,2.166047924400945,964905.0,2646006.0,2007.857142857143,2391.285714285714,2358.0,4187.0,5959.0,2022-01-03
2021-2022,2022-01-05,76,65 ans et plus,2022,1,2,1,False,5089.0,8320.0,1.6348988013362153,3402361.0,8334728.0,3352.1428571428573,3782.9285714285716,5820.0,5834.0,8082.0,2022-01-03
2021-2022,2022-01-05,76,moins de 65 ans,2022,1,2,1,False,2498.0,5664.0,2.2674139311449157,967403.0,2651670.0,1855.2857142857142,2219.8571428571427,2963.0,3566.0,4898.0,2022-01-03
2021-2022,2022-01-06,77,65 ans et plus,2022,1,3,1,False,5049.0,8692.0,1.7215290156466627,3407410.0,8343420.0,3314.5714285714284,3661.0714285714284,5089.0,5312.0,6755.0,2022-01-03
2021-2022,2022-01-06,77,moins de 65 ans,2022,1,3,1,False,2486.0,5685.0,2.2868061142397424,969889.0,2657355.0,1732.142857142857,2109.714285714286,2498.0,3348.0,4028.0,2022-01-03
2021-2022,2022-01-07,78,65 ans et plus,2022,1,4,1,False,4576.0,7667.0,1.6754807692307692,3411986.0,8351087.0,3620.714285714286,3797.9285714285716,5049.0,2433.0,2660.0,2022-01-03
2021-2022,2022-01-07,78,moins de 65 ans,2022,1,4,1,False,2805.0,5551.0,1.9789661319073084,972694.0,2662906.0,1886.4285714285713,2169.5,2486.0,1725.0,1968.0,2022-01-03
2021-2022,2022-01-08,79,65 ans et plus,2022,1,5,1,True,1854.0,3709.0,2.000539374325782,3413840.0,8354796.0,3862.5714285714284,3927.6428571428573,4576.0,161.0,38.0,2022-01-03
2021-2022,2022-01-08,79,moins de 65 ans,2022,1,5,1,True,1481.0,3419.0,2.3085752869682645,974175.0,2666325.0,2092.0,2273.4285714285716,2805.0,42.0,26.0,2022-01-03
2021-2022,2022-01-09,80,65 ans et plus,2022,1,6,1,True,92.0,215.0,2.3369565217391304,3413932.0,8355011.0,3852.5714285714284,3922.0,1854.0,162.0,171.0,2022-01-03
2021-2022,2022-01-09,80,moins de 65 ans,2022,1,6,1,True,62.0,147.0,2.370967741935484,974237.0,2666472.0,2093.285714285714,2271.6428571428573,1481.0,53.0,87.0,2022-01-03
2021-2022,2022-01-10,81,65 ans et plus,2022,1,0,2,False,3528.0,6438.0,1.8248299319727892,3417460.0,8361449.0,3715.4285714285716,3689.785714285714,92.0,4488.0,6779.0,2022-01-10
2021-2022,2022-01-10,81,moins de 65 ans,2022,1,0,2,False,1758.0,4172.0,2.373151308304892,975995.0,2670644.0,2007.5714285714287,2095.1428571428573,62.0,2358.0,4229.0,2022-01-10
2021-2022,2022-01-11,82,65 ans et plus,2022,1,1,2,False,3805.0,6550.0,1.721419185282523,3421265.0,8367999.0,3427.5714285714284,3443.0714285714284,3528.0,5820.0,7259.0,2022-01-10
2021-2022,2022-01-11,82,moins de 65 ans,2022,1,1,2,False,1912.0,4076.0,2.1317991631799162,977907.0,2674720.0,1857.4285714285713,1932.642857142857,1758.0,2963.0,4187.0,2022-01-10
