campagne,date,jour,groupe,year,month,day_of_week,week_of_year,is_weekend,ACTE(VGP),DOSES(J07E1),doses_per_acte,cumulative_actes,cumulative_doses,actes_7day_ma,actes_14day_ma,actes_lag_1,actes_lag_7,actes_lag_14,week_start
2020-2021,2020-10-13,1,65 ans et plus,2020,10,1,42,False,296119.0,1685461.0,5.691836727801999,296119.0,1685461.0,296119.0,296119.0,,,,2020-10-12
2020-2021,2020-10-13,1,moins de 65 ans,2020,10,1,42,False,75969.0,479784.0,6.315523437191486,75969.0,479784.0,75969.0,75969.0,,,,2020-10-12
2020-2021,2020-10-14,2,65 ans et plus,2020,10,2,42,False,242598.0,1120461.0,4.618591249721762,538717.0,2805922.0,269358.5,269358.5,296119.0,,,2020-10-12
2020-2021,2020-10-14,2,moins de 65 ans,2020,10,2,42,False,55324.0,310336.0,5.609428096305401,131293.0,790120.0,65646.5,65646.5,75969.0,,,2020-10-12
2020-2021,2020-10-15,3,65 ans et plus,2020,10,3,42,False,181179.0,742863.0,4.100160614640769,719896.0,3548785.0,239965.33333333334,239965.33333333334,242598.0,,,2020-10-12
2020-2021,2020-10-15,3,moins de 65 ans,2020,10,3,42,False,41626.0,207436.0,4.9833277278623935,172919.0,997556.0,57639.666666666664,57639.666666666664,55324.0,,,2020-10-12
2020-2021,2020-10-16,4,65 ans et plus,2020,10,4,42,False,140304.0,543197.0,3.871571729957806,860200.0,4091982.0,215050.0,215050.0,181179.0,,,2020-10-12
2020-2021,2020-10-16,4,moins de 65 ans,2020,10,4,42,False,36171.0,167572.0,4.632772110254071,209090.0,1165128.0,52272.5,52272.5,41626.0,,,2020-10-12
2020-2021,2020-10-17,5,65 ans et plus,2020,10,5,42,True,48785.0,243363.0,4.988480065593933,908985.0,4335345.0,181797.0,181797.0,140304.0,,,2020-10-12
2020-2021,2020-10-17,5,moins de 65 ans,2020,10,5,42,True,18479.0,92822.0,5.023107311001677,227569.0,1257950.0,45513.8,45513.8,36171.0,,,2020-10-12
2020-2021,2020-10-18,6,65 ans et plus,2020,10,6,42,True,668.0,2095.0,3.1362275449101795,909653.0,4337440.0,151608.83333333334,151608.83333333334,48785.0,,,2020-10-12
2020-2021,2020-10-18,6,moins de 65 ans,2020,10,6,42,True,279.0,937.0,3.3584229390681,227848.0,1258887.0,37974.666666666664,37974.666666666664,18479.0,,,2020-10-12
2020-2021,2020-10-19,7,65 ans et plus,2020,10,0,43,False,91910.0,296870.0,3.23000761614623,1001563.0,4634310.0,143080.42857142858,143080.42857142858,668.0,,,2020-10-19
2020-2021,2020-10-19,7,moins de 65 ans,2020,10,0,43,False,22687.0,98209.0,4.328866751884339,250535.0,1357096.0,35790.71428571428,35790.71428571428,279.0,,,2020-10-19
2020-2021,2020-10-20,8,65 ans et plus,2020,10,1,43,False,97894.0,304510.0,3.1106094346946698,1099457.0,4938820.0,114762.57142857143,137432.125,91910.0,296119.0,,2020-10-19
2020-2021,2020-10-20,8,moins de 65 ans,2020,10,1,43,False,22361.0,98224.0,4.392647913778454,272896.0,1455320.0,28132.428571428572,34112.0,22687.0,75969.0,,2020-10-19
2020-2021,2020-10-21,9,65 ans et plus,2020,10,2,43,False,73871.0,221297.0,2.995722272610361,1173328.0,5160117.0,90658.71428571429,130369.77777777778,97894.0,242598.0,,2020-10-19
2020-2021,2020-10-21,9,moins de 65 ans,2020,10,2,43,False,18952.0,79720.0,4.206416209371042,291848.0,1535040.0,22936.428571428572,32427.555555555555,22361.0,55324.0,,2020-10-19
2020-2021,2020-10-22,10,65 ans et plus,2020,10,3,43,False,57257.0,152006.0,2.654802032939204,1230585.0,5312123.0,72955.57142857143,123058.5,73871.0,181179.0,,2020-10-19
2020-2021,2020-10-22,10,moins de 65 ans,2020,10,3,43,False,15204.0,58619.0,3.855498553012365,307052.0,1593659.0,19161.85714285714,30705.2,18952.0,41626.0,,2020-10-19
2020-2021,2020-10-23,11,65 ans et plus,2020,10,4,43,False,47835.0,115199.0,2.4082575520016722,1278420.0,5427322.0,59745.71428571428,116220.0,57257.0,140304.0,,2020-10-19
2020-2021,2020-10-23,11,moins de 65 ans,2020,10,4,43,False,13572.0,49212.0,3.625994694960212,320624.0,1642871.0,15933.42857142857,29147.636363636364,15204.0,36171.0,,2020-10-19
2020-2021,2020-10-24,12,65 ans et plus,2020,10,5,43,True,16480.0,51271.0,3.111104368932039,1294900.0,5478593.0,55130.71428571428,107908.33333333333,47835.0,48785.0,,2020-10-19
2020-2021,2020-10-24,12,moins de 65 ans,2020,10,5,43,True,7082.0,26044.0,3.677492233832251,327706.0,1668915.0,14305.285714285714,27308.833333333332,13572.0,18479.0,,2020-10-19
2020-2021,2020-10-25,13,65 ans et plus,2020,10,6,43,True,281.0,1023.0,3.6405693950177938,1295181.0,5479616.0,55075.42857142857,99629.30769230769,16480.0,668.0,,2020-10-19
2020-2021,2020-10-25,13,moins de 65 ans,2020,10,6,43,True,97.0,419.0,4.319587628865979,327803.0,1669334.0,14279.285714285714,25215.615384615383,7082.0,279.0,,2020-10-19
2020-2021,2020-10-26,14,65 ans et plus,2020,10,0,44,False,52508.0,122122.0,2.325778928925116,1347689.0,5601738.0,49446.57142857143,96263.5,281.0,91910.0,,2020-10-26
2020-2021,2020-10-26,14,moins de 65 ans,2020,10,0,44,False,13974.0,49161.0,3.51803349076857,341777.0,1718495.0,13034.57142857143,24412.64285714286,97.0,22687.0,,2020-10-26
2020-2021,2020-10-27,15,65 ans et plus,2020,10,1,44,False,62632.0,142135.0,2.269367096691787,1410321.0,5743873.0,44409.142857142855,79585.85714285714,52508.0,97894.0,296119.0,2020-10-26
2020-2021,2020-10-27,15,moins de 65 ans,2020,10,1,44,False,15172.0,53586.0,3.531900870023728,356949.0,1772081.0,12007.57142857143,20070.0,13974.0,22361.0,75969.0,2020-10-26
2020-2021,2020-10-28,16,65 ans et plus,2020,10,2,44,False,61437.0,131576.0,2.141641030649283,1471758.0,5875449.0,42632.857142857145,66645.78571428571,62632.0,73871.0,242598.0,2020-10-26
2020-2021,2020-10-28,16,moins de 65 ans,2020,10,2,44,False,15673.0,51109.0,3.260958335991833,372622.0,1823190.0,11539.142857142857,17237.785714285714,15172.0,18952.0,55324.0,2020-10-26
2020-2021,2020-10-29,17,65 ans et plus,2020,10,3,44,False,59492.0,106777.0,1.7948127479324951,1531250.0,5982226.0,42952.142857142855,57953.857142857145,61437.0,57257.0,181179.0,2020-10-26
2020-2021,2020-10-29,17,moins de 65 ans,2020,10,3,44,False,14272.0,42408.0,2.971412556053812,386894.0,1865598.0,11406.0,15283.92857142857,15673.0,15204.0,41626.0,2020-10-26
2020-2021,2020-10-30,18,65 ans et plus,2020,10,4,44,False,47168.0,97719.0,2.071722354138399,1578418.0,6079945.0,42856.857142857145,51301.28571428572,59492.0,47835.0,140304.0,2020-10-26
2020-2021,2020-10-30,18,moins de 65 ans,2020,10,4,44,False,14055.0,41830.0,2.9761650658128778,400949.0,1907428.0,11475.0,13704.214285714286,14272.0,13572.0,36171.0,2020-10-26
2020-2021,2020-10-31,19,65 ans et plus,2020,10,5,44,True,22668.0,56928.0,2.5113816834303866,1601086.0,6136873.0,43740.857142857145,49435.78571428572,47168.0,16480.0,48785.0,2020-10-26
2020-2021,2020-10-31,19,moins de 65 ans,2020,10,5,44,True,9474.0,27169.0,2.8677432974456405,410423.0,1934597.0,11816.714285714286,13061.0,14055.0,7082.0,18479.0,2020-10-26
2020-2021,2020-11-01,20,65 ans et plus,2020,11,6,44,True,419.0,940.0,2.243436754176611,1601505.0,6137813.0,43760.57142857143,49418.0,22668.0,281.0,668.0,2020-10-26
2020-2021,2020-11-01,20,moins de 65 ans,2020,11,6,44,True,140.0,411.0,2.9357142857142855,410563.0,1935008.0,11822.857142857143,13051.07142857143,9474.0,97.0,279.0,2020-10-26
2020-2021,2020-11-02,21,65 ans et plus,2020,11,0,45,False,62950.0,124203.0,1.9730420969023035,1664455.0,6262016.0,45252.28571428572,47349.42857142857,419.0,52508.0,91910.0,2020-11-02
2020-2021,2020-11-02,21,moins de 65 ans,2020,11,0,45,False,15368.0,45535.0,2.9629750130140553,425931.0,1980543.0,12022.0,12528.285714285714,140.0,13974.0,22687.0,2020-11-02
2020-2021,2020-11-03,22,65 ans et plus,2020,11,1,45,False,83329.0,166330.0,1.9960637953173566,1747784.0,6428346.0,48209.0,46309.07142857143,62950.0,62632.0,97894.0,2020-11-02
2020-2021,2020-11-03,22,moins de 65 ans,2020,11,1,45,False,18344.0,55747.0,3.038977322285216,444275.0,2036290.0,12475.142857142857,12241.357142857143,15368.0,15172.0,22361.0,2020-11-02
2020-2021,2020-11-04,23,65 ans et plus,2020,11,2,45,False,66275.0,139076.0,2.098468502451905,1814059.0,6567422.0,48900.142857142855,45766.5,83329.0,61437.0,73871.0,2020-11-02
2020-2021,2020-11-04,23,moins de 65 ans,2020,11,2,45,False,16587.0,51275.0,3.0912763007174293,460862.0,2087565.0,12605.714285714286,12072.42857142857,18344.0,15673.0,18952.0,2020-11-02
2020-2021,2020-11-05,24,65 ans et plus,2020,11,3,45,False,74726.0,145525.0,1.9474480100634317,1888785.0,6712947.0,51076.42857142857,47014.28571428572,66275.0,59492.0,57257.0,2020-11-02
2020-2021,2020-11-05,24,moins de 65 ans,2020,11,3,45,False,17860.0,53088.0,2.9724524076147816,478722.0,2140653.0,13118.285714285714,12262.142857142857,16587.0,14272.0,15204.0,2020-11-02
2020-2021,2020-11-06,25,65 ans et plus,2020,11,4,45,False,83232.0,162978.0,1.9581170703575548,1972017.0,6875925.0,56228.42857142857,49542.642857142855,74726.0,47168.0,47835.0,2020-11-02
2020-2021,2020-11-06,25,moins de 65 ans,2020,11,4,45,False,22366.0,61705.0,2.7588750782437628,501088.0,2202358.0,14305.57142857143,12890.285714285714,17860.0,14055.0,13572.0,2020-11-02
2020-2021,2020-11-07,26,65 ans et plus,2020,11,5,45,True,34598.0,85988.0,2.485345973755708,2006615.0,6961913.0,57932.71428571428,50836.78571428572,83232.0,22668.0,16480.0,2020-11-02
2020-2021,2020-11-07,26,moins de 65 ans,2020,11,5,45,True,13960.0,39647.0,2.8400429799426936,515048.0,2242005.0,14946.42857142857,13381.57142857143,22366.0,9474.0,7082.0,2020-11-02
2020-2021,2020-11-08,27,65 ans et plus,2020,11,6,45,True,374.0,1024.0,2.7379679144385025,2006989.0,6962937.0,57926.28571428572,50843.42857142857,34598.0,419.0,281.0,2020-11-02
2020-2021,2020-11-08,27,moins de 65 ans,2020,11,6,45,True,135.0,431.0,3.1925925925925926,515183.0,2242436.0,14945.714285714286,13384.285714285714,13960.0,140.0,97.0,2020-11-02
2020-2021,2020-11-09,28,65 ans et plus,2020,11,0,46,False,78377.0,151558.0,1.933705041019687,2085366.0,7114495.0,60130.142857142855,52691.21428571428,374.0,62950.0,52508.0,2020-11-09
2020-2021,2020-11-09,28,moins de 65 ans,2020,11,0,46,False,19837.0,57054.0,2.87614054544538,535020.0,2299490.0,15584.142857142857,13803.07142857143,135.0,15368.0,13974.0,2020-11-09
2020-2021,2020-11-10,29,65 ans et plus,2020,11,1,46,False,100537.0,186340.0,1.8534469896654964,2185903.0,7300835.0,62588.42857142857,55398.71428571428,78377.0,83329.0,62632.0,2020-11-09
2020-2021,2020-11-10,29,moins de 65 ans,2020,11,1,46,False,24668.0,69460.0,2.8157937408788714,559688.0,2368950.0,16487.571428571428,14481.357142857143,19837.0,18344.0,15172.0,2020-11-09
2020-2021,2020-11-11,30,65 ans et plus,2020,11,2,46,False,804.0,2894.0,3.599502487562189,2186707.0,7303729.0,53235.42857142857,51067.78571428572,100537.0,66275.0,61437.0,2020-11-09
2020-2021,2020-11-11,30,moins de 65 ans,2020,11,2,46,False,292.0,1071.0,3.6678082191780823,559980.0,2370021.0,14159.714285714286,13382.714285714286,24668.0,16587.0,15673.0,2020-11-09
2020-2021,2020-11-12,31,65 ans et plus,2020,11,3,46,False,80024.0,136730.0,1.7086124162751175,2266731.0,7440459.0,53992.28571428572,52534.357142857145,804.0,74726.0,59492.0,2020-11-09
2020-2021,2020-11-12,31,moins de 65 ans,2020,11,3,46,False,19987.0,53957.0,2.699604743083004,579967.0,2423978.0,14463.57142857143,13790.92857142857,292.0,17860.0,14272.0,2020-11-09
2020-2021,2020-11-13,32,65 ans et plus,2020,11,4,46,False,65541.0,114464.0,1.7464487877816939,2332272.0,7554923.0,51465.0,53846.71428571428,80024.0,83232.0,47168.0,2020-11-09
2020-2021,2020-11-13,32,moins de 65 ans,2020,11,4,46,False,19776.0,51788.0,2.6187297734627832,599743.0,2475766.0,14093.57142857143,14199.57142857143,19987.0,22366.0,14055.0,2020-11-09
2020-2021,2020-11-14,33,65 ans et plus,2020,11,5,46,True,24743.0,56570.0,2.2863031968637593,2357015.0,7611493.0,50057.142857142855,53994.92857142857,65541.0,34598.0,22668.0,2020-11-09
2020-2021,2020-11-14,33,moins de 65 ans,2020,11,5,46,True,12048.0,32726.0,2.7163014608233733,611791.0,2508492.0,13820.42857142857,14383.42857142857,19776.0,13960.0,9474.0,2020-11-09
2020-2021,2020-11-15,34,65 ans et plus,2020,11,6,46,True,316.0,853.0,2.699367088607595,2357331.0,7612346.0,50048.857142857145,53987.57142857143,24743.0,374.0,419.0,2020-11-09
2020-2021,2020-11-15,34,moins de 65 ans,2020,11,6,46,True,116.0,403.0,3.4741379310344827,611907.0,2508895.0,13817.714285714286,14381.714285714286,12048.0,135.0,140.0,2020-11-09
2020-2021,2020-11-16,35,65 ans et plus,2020,11,0,47,False,51539.0,85308.0,1.6552125574807428,2408870.0,7697654.0,46214.857142857145,53172.5,316.0,78377.0,62950.0,2020-11-16
2020-2021,2020-11-16,35,moins de 65 ans,2020,11,0,47,False,14725.0,38364.0,2.605365025466893,626632.0,2547259.0,13087.42857142857,14335.785714285714,116.0,19837.0,15368.0,2020-11-16
2020-2021,2020-11-17,36,65 ans et plus,2020,11,1,47,False,51277.0,79970.0,1.5595686175088246,2460147.0,7777624.0,39177.71428571428,50883.07142857143,51539.0,100537.0,83329.0,2020-11-16
2020-2021,2020-11-17,36,moins de 65 ans,2020,11,1,47,False,13832.0,35417.0,2.560511856564488,640464.0,2582676.0,11539.42857142857,14013.5,14725.0,24668.0,18344.0,2020-11-16
2020-2021,2020-11-18,37,65 ans et plus,2020,11,2,47,False,33096.0,52251.0,1.578770848440899,2493243.0,7829875.0,43790.857142857145,48513.142857142855,51277.0,804.0,66275.0,2020-11-16
2020-2021,2020-11-18,37,moins de 65 ans,2020,11,2,47,False,10869.0,28015.0,2.577514030729598,651333.0,2610691.0,13050.42857142857,13605.07142857143,13832.0,292.0,16587.0,2020-11-16
2020-2021,2020-11-19,38,65 ans et plus,2020,11,3,47,False,29786.0,43720.0,1.4678036661518834,2523029.0,7873595.0,36614.0,45303.142857142855,33096.0,80024.0,74726.0,2020-11-16
2020-2021,2020-11-19,38,moins de 65 ans,2020,11,3,47,False,9314.0,23080.0,2.4779901223963927,660647.0,2633771.0,11525.714285714286,12994.642857142857,10869.0,19987.0,17860.0,2020-11-16
2020-2021,2020-11-20,39,65 ans et plus,2020,11,4,47,False,28986.0,48901.0,1.687055820051059,2552015.0,7922496.0,31391.85714285714,41428.42857142857,29786.0,65541.0,83232.0,2020-11-16
2020-2021,2020-11-20,39,moins de 65 ans,2020,11,4,47,False,10388.0,25719.0,2.475837504813246,671035.0,2659490.0,10184.57142857143,12139.07142857143,9314.0,19776.0,22366.0,2020-11-16
2020-2021,2020-11-21,40,65 ans et plus,2020,11,5,47,True,12035.0,27093.0,2.2511840465309514,2564050.0,7949589.0,29576.428571428572,39816.78571428572,28986.0,24743.0,34598.0,2020-11-16
2020-2021,2020-11-21,40,moins de 65 ans,2020,11,5,47,True,6353.0,17169.0,2.702502754604124,677388.0,2676659.0,9371.0,11595.714285714286,10388.0,12048.0,13960.0,2020-11-16
2020-2021,2020-11-22,41,65 ans et plus,2020,11,6,47,True,308.0,388.0,1.2597402597402598,2564358.0,7949977.0,29575.285714285714,39812.07142857143,12035.0,316.0,374.0,2020-11-16
2020-2021,2020-11-22,41,moins de 65 ans,2020,11,6,47,True,90.0,345.0,3.8333333333333335,677478.0,2677004.0,9367.285714285714,11592.5,6353.0,116.0,135.0,2020-11-16
2020-2021,2020-11-23,42,65 ans et plus,2020,11,0,48,False,23816.0,39358.0,1.6525864964729593,2588174.0,7989335.0,25614.85714285714,35914.857142857145,308.0,51539.0,78377.0,2020-11-23
2020-2021,2020-11-23,42,moins de 65 ans,2020,11,0,48,False,8092.0,21397.0,2.6442165101334654,685570.0,2698401.0,8419.714285714286,10753.57142857143,90.0,14725.0,19837.0,2020-11-23
2020-2021,2020-11-24,43,65 ans et plus,2020,11,1,48,False,26974.0,45174.0,1.6747238081115148,2615148.0,8034509.0,22143.0,30660.35714285714,23816.0,51277.0,100537.0,2020-11-23
2020-2021,2020-11-24,43,moins de 65 ans,2020,11,1,48,False,8765.0,23314.0,2.659897318881917,694335.0,2721715.0,7695.857142857143,9617.642857142857,8092.0,13832.0,24668.0,2020-11-23
2020-2021,2020-11-25,44,65 ans et plus,2020,11,2,48,False,18750.0,31534.0,1.6818133333333334,2633898.0,8066043.0,20093.571428571428,31942.214285714286,26974.0,33096.0,804.0,2020-11-23
2020-2021,2020-11-25,44,moins de 65 ans,2020,11,2,48,False,6903.0,19324.0,2.7993625959727653,701238.0,2741039.0,7129.285714285715,10089.857142857143,8765.0,10869.0,292.0,2020-11-23
2020-2021,2020-11-26,45,65 ans et plus,2020,11,3,48,False,16687.0,27399.0,1.6419368370587883,2650585.0,8093442.0,18222.285714285714,27418.14285714286,18750.0,29786.0,80024.0,2020-11-23
2020-2021,2020-11-26,45,moins de 65 ans,2020,11,3,48,False,6191.0,16353.0,2.64141495719593,707429.0,2757392.0,6683.142857142857,9104.42857142857,6903.0,9314.0,19987.0,2020-11-23
2020-2021,2020-11-27,46,65 ans et plus,2020,11,4,48,False,13865.0,22359.0,1.612621709340065,2664450.0,8115801.0,16062.142857142857,23727.0,16687.0,28986.0,65541.0,2020-11-23
2020-2021,2020-11-27,46,moins de 65 ans,2020,11,4,48,False,6174.0,15080.0,2.4425008098477488,713603.0,2772472.0,6081.142857142857,8132.857142857143,6191.0,10388.0,19776.0,2020-11-23
2020-2021,2020-11-28,47,65 ans et plus,2020,11,5,48,True,5272.0,12058.0,2.2871775417298936,2669722.0,8127859.0,15096.0,22336.214285714286,13865.0,12035.0,24743.0,2020-11-23
2020-2021,2020-11-28,47,moins de 65 ans,2020,11,5,48,True,3352.0,9013.0,2.6888424821002386,716955.0,2781485.0,5652.428571428572,7511.714285714285,6174.0,6353.0,12048.0,2020-11-23
2020-2021,2020-11-29,48,65 ans et plus,2020,11,6,48,True,98.0,213.0,2.173469387755102,2669820.0,8128072.0,15066.0,22320.64285714286,5272.0,308.0,316.0,2020-11-23
2020-2021,2020-11-29,48,moins de 65 ans,2020,11,6,48,True,64.0,199.0,3.109375,717019.0,2781684.0,5648.714285714285,7508.0,3352.0,90.0,116.0,2020-11-23
2020-2021,2020-11-30,49,65 ans et plus,2020,11,0,49,False,10336.0,16506.0,1.5969427244582044,2680156.0,8144578.0,13140.285714285714,19377.571428571428,98.0,23816.0,51539.0,2020-11-30
2020-2021,2020-11-30,49,moins de 65 ans,2020,11,0,49,False,4090.0,11425.0,2.793398533007335,721109.0,2793109.0,5077.0,6748.357142857143,64.0,8092.0,14725.0,2020-11-30
2020-2021,2020-12-01,50,65 ans et plus,2020,12,1,49,False,10672.0,17111.0,1.6033545727136431,2690828.0,8161689.0,10811.42857142857,16477.214285714286,10336.0,26974.0,51277.0,2020-11-30
2020-2021,2020-12-01,50,moins de 65 ans,2020,12,1,49,False,3958.0,12040.0,3.0419403739262254,725067.0,2805149.0,4390.285714285715,6043.071428571428,4090.0,8765.0,13832.0,2020-11-30
2020-2021,2020-12-02,51,65 ans et plus,2020,12,2,49,False,9106.0,13904.0,1.526905337140347,2699934.0,8175593.0,9433.714285714286,14763.642857142857,10672.0,18750.0,33096.0,2020-11-30
2020-2021,2020-12-02,51,moins de 65 ans,2020,12,2,49,False,3412.0,10287.0,3.014947245017585,728479.0,2815436.0,3891.5714285714284,5510.428571428572,3958.0,6903.0,10869.0,2020-11-30
2020-2021,2020-12-03,52,65 ans et plus,2020,12,3,49,False,8677.0,14620.0,1.684914140832085,2708611.0,8190213.0,8289.42857142857,13255.857142857143,9106.0,16687.0,29786.0,2020-11-30
2020-2021,2020-12-03,52,moins de 65 ans,2020,12,3,49,False,3285.0,9310.0,2.834094368340944,731764.0,2824746.0,3476.4285714285716,5079.785714285715,3412.0,6191.0,9314.0,2020-11-30
2020-2021,2020-12-04,53,65 ans et plus,2020,12,4,49,False,8855.0,16434.0,1.8559006211180125,2717466.0,8206647.0,7573.714285714285,11817.92857142857,8677.0,13865.0,28986.0,2020-11-30
2020-2021,2020-12-04,53,moins de 65 ans,2020,12,4,49,False,3443.0,10248.0,2.976474005227999,735207.0,2834994.0,3086.285714285714,4583.714285714285,3285.0,6174.0,10388.0,2020-11-30
2020-2021,2020-12-05,54,65 ans et plus,2020,12,5,49,True,3863.0,8717.0,2.25653637069635,2721329.0,8215364.0,7372.428571428572,11234.214285714286,8855.0,5272.0,12035.0,2020-11-30
2020-2021,2020-12-05,54,moins de 65 ans,2020,12,5,49,True,2143.0,6020.0,2.809146056929538,737350.0,2841014.0,2913.5714285714284,4283.0,3443.0,3352.0,6353.0,2020-11-30
2020-2021,2020-12-06,55,65 ans et plus,2020,12,6,49,True,109.0,274.0,2.5137614678899083,2721438.0,8215638.0,7374.0,11220.0,3863.0,98.0,308.0,2020-11-30
2020-2021,2020-12-06,55,moins de 65 ans,2020,12,6,49,True,71.0,182.0,2.563380281690141,737421.0,2841196.0,2914.5714285714284,4281.642857142857,2143.0,64.0,90.0,2020-11-30
2020-2021,2020-12-07,56,65 ans et plus,2020,12,0,50,False,7117.0,12985.0,1.8245047070394829,2728555.0,8228623.0,6914.142857142857,10027.214285714286,109.0,10336.0,23816.0,2020-12-07
2020-2021,2020-12-07,56,moins de 65 ans,2020,12,0,50,False,2649.0,7230.0,2.7293318233295585,740070.0,2848426.0,2708.714285714286,3892.8571428571427,71.0,4090.0,8092.0,2020-12-07
2020-2021,2020-12-08,57,65 ans et plus,2020,12,1,50,False,8375.0,15149.0,1.8088358208955224,2736930.0,8243772.0,6586.0,8698.714285714286,7117.0,10672.0,26974.0,2020-12-07
2020-2021,2020-12-08,57,moins de 65 ans,2020,12,1,50,False,2712.0,7593.0,2.799778761061947,742782.0,2856019.0,2530.714285714286,3460.5,2649.0,3958.0,8765.0,2020-12-07
2020-2021,2020-12-09,58,65 ans et plus,2020,12,2,50,False,6816.0,12164.0,1.78462441314554,2743746.0,8255936.0,6258.857142857143,7846.285714285715,8375.0,9106.0,18750.0,2020-12-07
2020-2021,2020-12-09,58,moins de 65 ans,2020,12,2,50,False,2473.0,7012.0,2.8354225636878287,745255.0,2863031.0,2396.5714285714284,3144.0714285714284,2712.0,3412.0,6903.0,2020-12-07
2020-2021,2020-12-10,59,65 ans et plus,2020,12,3,50,False,7137.0,13672.0,1.9156508336836207,2750883.0,8269608.0,6038.857142857143,7164.142857142857,6816.0,8677.0,16687.0,2020-12-07
2020-2021,2020-12-10,59,moins de 65 ans,2020,12,3,50,False,2377.0,6211.0,2.612957509465713,747632.0,2869242.0,2266.8571428571427,2871.6428571428573,2473.0,3285.0,6191.0,2020-12-07
2020-2021,2020-12-11,60,65 ans et plus,2020,12,4,50,False,6631.0,12408.0,1.871210978736239,2757514.0,8282016.0,5721.142857142857,6647.428571428572,7137.0,8855.0,13865.0,2020-12-07
2020-2021,2020-12-11,60,moins de 65 ans,2020,12,4,50,False,2227.0,6023.0,2.7045352492141896,749859.0,2875265.0,2093.1428571428573,2589.714285714286,2377.0,3443.0,6174.0,2020-12-07
2020-2021,2020-12-12,61,65 ans et plus,2020,12,5,50,True,2567.0,5263.0,2.050253213868329,2760081.0,8287279.0,5536.0,6454.214285714285,6631.0,3863.0,5272.0,2020-12-07
2020-2021,2020-12-12,61,moins de 65 ans,2020,12,5,50,True,1360.0,3800.0,2.7941176470588234,751219.0,2879065.0,1981.2857142857142,2447.4285714285716,2227.0,2143.0,3352.0,2020-12-07
2020-2021,2020-12-13,62,65 ans et plus,2020,12,6,50,True,109.0,90.0,0.8256880733944955,2760190.0,8287369.0,5536.0,6455.0,2567.0,109.0,98.0,2020-12-07
2020-2021,2020-12-13,62,moins de 65 ans,2020,12,6,50,True,36.0,114.0,3.1666666666666665,751255.0,2879179.0,1976.2857142857142,2445.4285714285716,1360.0,71.0,64.0,2020-12-07
2020-2021,2020-12-14,63,65 ans et plus,2020,12,0,51,False,4779.0,8680.0,1.8162795563925507,2764969.0,8296049.0,5202.0,6058.071428571428,109.0,7117.0,10336.0,2020-12-14
2020-2021,2020-12-14,63,moins de 65 ans,2020,12,0,51,False,1731.0,4572.0,2.6412478336221836,752986.0,2883751.0,1845.142857142857,2276.9285714285716,36.0,2649.0,4090.0,2020-12-14
2020-2021,2020-12-15,64,65 ans et plus,2020,12,1,51,False,6025.0,12492.0,2.0733609958506225,2770994.0,8308541.0,4866.285714285715,5726.142857142857,4779.0,8375.0,10672.0,2020-12-14
2020-2021,2020-12-15,64,moins de 65 ans,2020,12,1,51,False,1841.0,5263.0,2.858772406300923,754827.0,2889014.0,1720.7142857142858,2125.714285714286,1731.0,2712.0,3958.0,2020-12-14
2020-2021,2020-12-16,65,65 ans et plus,2020,12,2,51,False,12565.0,27746.0,2.2081973736569838,2783559.0,8336287.0,5687.571428571428,5973.214285714285,6025.0,6816.0,9106.0,2020-12-14
2020-2021,2020-12-16,65,moins de 65 ans,2020,12,2,51,False,2234.0,6617.0,2.9619516562220234,757061.0,2895631.0,1686.5714285714287,2041.5714285714287,1841.0,2473.0,3412.0,2020-12-14
2020-2021,2020-12-17,66,65 ans et plus,2020,12,3,51,False,21500.0,45411.0,2.112139534883721,2805059.0,8381698.0,7739.428571428572,6889.142857142857,12565.0,7137.0,8677.0,2020-12-14
2020-2021,2020-12-17,66,moins de 65 ans,2020,12,3,51,False,3068.0,8508.0,2.773142112125163,760129.0,2904139.0,1785.2857142857142,2026.0714285714287,2234.0,2377.0,3285.0,2020-12-14
2020-2021,2020-12-18,67,65 ans et plus,2020,12,4,51,False,22716.0,47026.0,2.0701708047191407,2827775.0,8428724.0,10037.285714285714,7879.214285714285,21500.0,6631.0,8855.0,2020-12-14
2020-2021,2020-12-18,67,moins de 65 ans,2020,12,4,51,False,4288.0,12068.0,2.814365671641791,764417.0,2916207.0,2079.714285714286,2086.4285714285716,3068.0,2227.0,3443.0,2020-12-14
2020-2021,2020-12-19,68,65 ans et plus,2020,12,5,51,True,10864.0,25139.0,2.3139727540500736,2838639.0,8453863.0,11222.57142857143,8379.285714285714,22716.0,2567.0,3863.0,2020-12-14
2020-2021,2020-12-19,68,moins de 65 ans,2020,12,5,51,True,3743.0,10435.0,2.787870691958322,768160.0,2926642.0,2420.1428571428573,2200.714285714286,4288.0,1360.0,2143.0,2020-12-14
2020-2021,2020-12-20,69,65 ans et plus,2020,12,6,51,True,159.0,364.0,2.289308176100629,2838798.0,8454227.0,11229.714285714286,8382.857142857143,10864.0,109.0,109.0,2020-12-14
2020-2021,2020-12-20,69,moins de 65 ans,2020,12,6,51,True,68.0,142.0,2.088235294117647,768228.0,2926784.0,2424.714285714286,2200.5,3743.0,36.0,71.0,2020-12-14
2020-2021,2020-12-21,70,65 ans et plus,2020,12,0,52,False,14026.0,28868.0,2.058177670041352,2852824.0,8483095.0,12550.714285714286,8876.357142857143,159.0,4779.0,7117.0,2020-12-21
